Rank,JobID,Score,Role,Query
2709,J009060,1,"Data Analyst","sql"
2710,J009061,1,"Data Scientist","sql"
2711,J009062,1,"Data Scientist","sql"
2712,J009064,1,"Data Scientist","sql"
2713,J009067,1,"Data Analyst","sql"
2714,J009076,1,"Data Scientist","sql"
2715,J009078,1,"Data Analyst","sql"
2716,J009080,1,"Data Analyst","sql"
2717,J009086,1,"Data Scientist","sql"
2718,J009087,1,"Data Analyst","sql"
2719,J009092,1,"Data Scientist","sql"
2720,J009097,1,"Data Scientist","sql"
2721,J009098,1,"Data Analyst","sql"
2722,J009102,1,"Data Analyst","sql"
2723,J009103,1,"Data Analyst","sql"
2724,J009106,1,"Data Scientist","sql"
2725,J009107,1,"Data Analyst","sql"
2726,J009110,1,"Data Scientist","sql"
2727,J009112,1,"Data Analyst","sql"
2728,J009118,1,"Data Analyst","sql"
2729,J009120,1,"Data Scientist","sql"
2730,J009122,1,"Data Analyst","sql"
2731,J009123,1,"Data Scientist","sql"
2732,J009126,1,"Data Analyst","sql"
2733,J009136,1,"Data Scientist","sql"
2734,J009137,1,"Data Scientist","sql"
2735,J009138,1,"Data Scientist","sql"
2736,J009139,1,"Data Analyst","sql"
2737,J009150,1,"Data Analyst","sql"
2738,J009151,1,"Data Scientist","sql"
2739,J009152,1,"Data Analyst","sql"
2740,J009153,1,"Data Scientist","sql"
2741,J009154,1,"Data Analyst","sql"
2742,J009159,1,"Data Scientist","sql"
2743,J009164,1,"Data Analyst","sql"
2744,J009166,1,"Data Analyst","sql"
2745,J009170,1,"Data Scientist","sql"
2746,J009173,1,"Data Scientist","sql"
2747,J009176,1,"Data Scientist","sql"
2748,J009178,1,"Data Scientist","sql"
2749,J009180,1,"Data Scientist","sql"
2750,J009182,1,"Data Analyst","sql"
2751,J009183,1,"Data Scientist","sql"
2752,J009191,1,"Data Scientist","sql"
2753,J009198,1,"Data Analyst","sql"
2754,J009199,1,"Data Analyst","sql"
2755,J009202,1,"Data Scientist","sql"
2756,J009205,1,"Data Analyst","sql"
2757,J009209,1,"Data Analyst","sql"
2758,J009213,1,"Data Scientist","sql"
2759,J009214,1,"Data Analyst","sql"
2760,J009222,1,"Data Analyst","sql"
2761,J009223,1,"Data Analyst","sql"
2762,J009227,1,"Data Analyst","sql"
2763,J009230,1,"Data Analyst","sql"
2764,J009236,1,"Data Analyst","sql"
2765,J009243,1,"Data Scientist","sql"
2766,J009244,1,"Data Scientist","sql"
2767,J009245,1,"Data Scientist","sql"
2768,J009246,1,"Data Scientist","sql"
2769,J009250,1,"Data Analyst","sql"
2770,J009252,1,"Data Scientist","sql"
2771,J009253,1,"Data Analyst","sql"
2772,J009255,1,"Data Scientist","sql"
2773,J009257,1,"Data Analyst","sql"
2774,J009258,1,"Data Scientist","sql"
2775,J009263,1,"Data Scientist","sql"
2776,J009264,1,"Data Scientist","sql"
2777,J009267,1,"Data Analyst","sql"
2778,J009270,1,"Data Scientist","sql"
2779,J009272,1,"Data Analyst","sql"
2780,J009274,1,"Data Analyst","sql"
2781,J009276,1,"Data Analyst","sql"
2782,J009284,1,"Data Analyst","sql"
2783,J009285,1,"Data Scientist","sql"
2784,J009290,1,"Data Analyst","sql"
2785,J009294,1,"Data Analyst","sql"
2786,J009295,1,"Data Scientist","sql"
2787,J009296,1,"Data Analyst","sql"
2788,J009297,1,"Data Analyst","sql"
2789,J009299,1,"Data Scientist","sql"
2790,J009309,1,"Data Analyst","sql"
2791,J009318,1,"Data Analyst","sql"
2792,J009321,1,"Data Analyst","sql"
2793,J009322,1,"Data Scientist","sql"
2794,J009327,1,"Data Analyst","sql"
2795,J009329,1,"Data Scientist","sql"
2796,J009332,1,"Data Analyst","sql"
2797,J009339,1,"Data Analyst","sql"
2798,J009342,1,"Data Scientist","sql"
2799,J009345,1,"Data Analyst","sql"
2800,J009347,1,"Data Analyst","sql"
2801,J009351,1,"Data Scientist","sql"
2802,J009353,1,"Data Scientist","sql"
2803,J009355,1,"Data Scientist","sql"
2804,J009356,1,"Data Scientist","sql"
2805,J009357,1,"Data Scientist","sql"
2806,J009363,1,"Data Scientist","sql"
2807,J009366,1,"Data Analyst","sql"
2808,J009367,1,"Data Analyst","sql"
2809,J009374,1,"Data Scientist","sql"
2810,J009381,1,"Data Analyst","sql"
2811,J009383,1,"Data Analyst","sql"
2812,J009386,1,"Data Scientist","sql"
2813,J009395,1,"Data Analyst","sql"
2814,J009398,1,"Data Analyst","sql"
2815,J009399,1,"Data Analyst","sql"
2816,J009404,1,"Data Analyst","sql"
2817,J009406,1,"Data Scientist","sql"
2818,J009407,1,"Data Analyst","sql"
2819,J009408,1,"Data Analyst","sql"
2820,J009410,1,"Data Analyst","sql"
2821,J009412,1,"Data Scientist","sql"
2822,J009421,1,"Data Scientist","sql"
2823,J009422,1,"Data Analyst","sql"
2824,J009425,1,"Data Scientist","sql"
2825,J009426,1,"Data Analyst","sql"
2826,J009431,1,"Data Analyst","sql"
2827,J009435,1,"Data Analyst","sql"
2828,J009436,1,"Data Analyst","sql"
2829,J009441,1,"Data Analyst","sql"
2830,J009444,1,"Data Scientist","sql"
2831,J009446,1,"Data Analyst","sql"
2832,J009454,1,"Data Scientist","sql"
2833,J009456,1,"Data Analyst","sql"
2834,J009458,1,"Data Scientist","sql"
2835,J009464,1,"Data Analyst","sql"
2836,J009470,1,"Data Analyst","sql"
2837,J009472,1,"Data Scientist","sql"
2838,J009473,1,"Data Scientist","sql"
2839,J009481,1,"Data Analyst","sql"
2840,J009482,1,"Data Scientist","sql"
2841,J009485,1,"Data Scientist","sql"
2842,J009486,1,"Data Scientist","sql"
2843,J009488,1,"Data Scientist","sql"
2844,J009492,1,"Data Scientist","sql"
2845,J009497,1,"Data Scientist","sql"
2846,J009498,1,"Data Scientist","sql"
2847,J009499,1,"Data Analyst","sql"
2848,J009502,1,"Data Analyst","sql"
2849,J009503,1,"Data Analyst","sql"
2850,J009506,1,"Data Analyst","sql"
2851,J009509,1,"Data Scientist","sql"
2852,J009512,1,"Data Scientist","sql"
2853,J009519,1,"Data Analyst","sql"
2854,J009521,1,"Data Analyst","sql"
2855,J009524,1,"Data Analyst","sql"
2856,J009527,1,"Data Scientist","sql"
2857,J009529,1,"Data Analyst","sql"
2858,J009532,1,"Data Analyst","sql"
2859,J009535,1,"Data Scientist","sql"
2860,J009536,1,"Data Scientist","sql"
2861,J009538,1,"Data Analyst","sql"
2862,J009541,1,"Data Analyst","sql"
2863,J009546,1,"Data Scientist","sql"
2864,J009548,1,"Data Scientist","sql"
2865,J009549,1,"Data Scientist","sql"
2866,J009550,1,"Data Analyst","sql"
2867,J009551,1,"Data Analyst","sql"
2868,J009552,1,"Data Analyst","sql"
2869,J009554,1,"Data Scientist","sql"
2870,J009556,1,"Data Analyst","sql"
2871,J009557,1,"Data Analyst","sql"
2872,J009558,1,"Data Scientist","sql"
2873,J009559,1,"Data Scientist","sql"
2874,J009561,1,"Data Analyst","sql"
2875,J009566,1,"Data Analyst","sql"
2876,J009568,1,"Data Scientist","sql"
2877,J009572,1,"Data Scientist","sql"
2878,J009577,1,"Data Analyst","sql"
2879,J009578,1,"Data Analyst","sql"
2880,J009580,1,"Data Analyst","sql"
2881,J009582,1,"Data Scientist","sql"
2882,J009584,1,"Data Scientist","sql"
2883,J009594,1,"Data Analyst","sql"
2884,J009597,1,"Data Scientist","sql"
2885,J009600,1,"Data Scientist","sql"
2886,J009606,1,"Data Analyst","sql"
2887,J009609,1,"Data Analyst","sql"
2888,J009610,1,"Data Scientist","sql"
2889,J009613,1,"Data Analyst","sql"
2890,J009615,1,"Data Analyst","sql"
2891,J009616,1,"Data Scientist","sql"
2892,J009618,1,"Data Analyst","sql"
2893,J009623,1,"Data Scientist","sql"
2894,J009626,1,"Data Scientist","sql"
2895,J009627,1,"Data Scientist","sql"
2896,J009634,1,"Data Analyst","sql"
2897,J009636,1,"Data Analyst","sql"
2898,J009637,1,"Data Scientist","sql"
2899,J009642,1,"Data Scientist","sql"
2900,J009646,1,"Data Scientist","sql"
2901,J009647,1,"Data Scientist","sql"
2902,J009649,1,"Data Scientist","sql"
2903,J009650,1,"Data Scientist","sql"
2904,J009651,1,"Data Scientist","sql"
2905,J009653,1,"Data Scientist","sql"
2906,J009656,1,"Data Analyst","sql"
2907,J009658,1,"Data Scientist","sql"
2908,J009661,1,"Data Scientist","sql"
2909,J009663,1,"Data Analyst","sql"
2910,J009664,1,"Data Analyst","sql"
2911,J009666,1,"Data Scientist","sql"
2912,J009671,1,"Data Scientist","sql"
2913,J009675,1,"Data Scientist","sql"
2914,J009680,1,"Data Scientist","sql"
2915,J009687,1,"Data Scientist","sql"
2916,J009692,1,"Data Analyst","sql"
2917,J009694,1,"Data Analyst","sql"
2918,J009697,1,"Data Analyst","sql"
2919,J009702,1,"Data Analyst","sql"
2920,J009703,1,"Data Scientist","sql"
2921,J009705,1,"Data Scientist","sql"
2922,J009706,1,"Data Analyst","sql"
2923,J009710,1,"Data Scientist","sql"
2924,J009712,1,"Data Scientist","sql"
2925,J009715,1,"Data Scientist","sql"
2926,J009718,1,"Data Analyst","sql"
2927,J009725,1,"Data Scientist","sql"
2928,J009726,1,"Data Scientist","sql"
2929,J009737,1,"Data Analyst","sql"
2930,J009740,1,"Data Analyst","sql"
2931,J009741,1,"Data Analyst","sql"
2932,J009744,1,"Data Scientist","sql"
2933,J009748,1,"Data Scientist","sql"
2934,J009759,1,"Data Analyst","sql"
2935,J009761,1,"Data Analyst","sql"
2936,J009763,1,"Data Scientist","sql"
2937,J009767,1,"Data Analyst","sql"
2938,J009769,1,"Data Analyst","sql"
2939,J009773,1,"Data Scientist","sql"
2940,J009774,1,"Data Analyst","sql"
2941,J009775,1,"Data Scientist","sql"
2942,J009781,1,"Data Analyst","sql"
2943,J009783,1,"Data Analyst","sql"
2944,J009784,1,"Data Scientist","sql"
2945,J009785,1,"Data Analyst","sql"
2946,J009798,1,"Data Analyst","sql"
2947,J009800,1,"Data Scientist","sql"
2948,J009807,1,"Data Analyst","sql"
2949,J009808,1,"Data Scientist","sql"
2950,J009809,1,"Data Analyst","sql"
2951,J009812,1,"Data Analyst","sql"
2952,J009817,1,"Data Analyst","sql"
2953,J009823,1,"Data Analyst","sql"
2954,J009826,1,"Data Scientist","sql"
2955,J009827,1,"Data Scientist","sql"
2956,J009832,1,"Data Analyst","sql"
2957,J009834,1,"Data Analyst","sql"
2958,J009846,1,"Data Analyst","sql"
2959,J009847,1,"Data Scientist","sql"
2960,J009848,1,"Data Scientist","sql"
2961,J009849,1,"Data Analyst","sql"
2962,J009851,1,"Data Analyst","sql"
2963,J009854,1,"Data Scientist","sql"
2964,J009859,1,"Data Analyst","sql"
2965,J009864,1,"Data Scientist","sql"
2966,J009865,1,"Data Analyst","sql"
2967,J009867,1,"Data Analyst","sql"
2968,J009872,1,"Data Analyst","sql"
2969,J009881,1,"Data Analyst","sql"
2970,J009882,1,"Data Analyst","sql"
2971,J009895,1,"Data Analyst","sql"
2972,J009897,1,"Data Analyst","sql"
2973,J009904,1,"Data Analyst","sql"
2974,J009905,1,"Data Analyst","sql"
2975,J009911,1,"Data Scientist","sql"
2976,J009926,1,"Data Scientist","sql"
2977,J009927,1,"Data Analyst","sql"
2978,J009928,1,"Data Analyst","sql"
2979,J009934,1,"Data Scientist","sql"
2980,J009938,1,"Data Scientist","sql"
2981,J009942,1,"Data Analyst","sql"
2982,J009943,1,"Data Analyst","sql"
2983,J009947,1,"Data Analyst","sql"
2984,J009958,1,"Data Analyst","sql"
2985,J009961,1,"Data Analyst","sql"
2986,J009971,1,"Data Analyst","sql"
2987,J009979,1,"Data Analyst","sql"
2988,J009981,1,"Data Analyst","sql"
2989,J009982,1,"Data Scientist","sql"
2990,J009983,1,"Data Analyst","sql"
2991,J009985,1,"Data Analyst","sql"
2992,J009988,1,"Data Analyst","sql"
2993,J009991,1,"Data Scientist","sql"
2994,J009997,1,"Data Analyst","sql"
