ResumeID,Cleaned_Skills
R000542,"Cloud, Computer Vision, PyTorch, Python, TensorFlow, MLOps"
R000543,"Stakeholder Management, User Stories, Agile"
R000544,"Stakeholder Management, Scrum"
R000545,"Spring Boot, Agile, Docker, REST APIs"
R000546,"Keras, Computer Vision, Python"
R000547,"Excel, Reporting, SQL"
R000548,Stakeholder Management
R000549,"Spring Boot, REST APIs, Docker, Agile"
R000550,"SQL, NLP, Statistics"
R000551,"SQL, Machine Learning, Pandas, Deep Learning, Statistics, NLP"
R000552,"Product Roadmap, User Stories, Stakeholder Management, Scrum"
R000553,"Git, Agile, Spring Boot, REST APIs"
R000554,"Statistics, NLP"
R000555,"Cloud, TensorFlow, PyTorch, Keras, MLOps"
R000556,"Computer Vision, PyTorch, Cloud, Keras, Python, MLOps"
R000557,"SQL, Excel, Tableau, Reporting, Power BI"
R000558,"Tableau, Excel, Data Cleaning, Power BI, Reporting"
R000559,"Reporting, SQL, Excel, Power BI, Data Cleaning"
R000560,"Deep Learning, NLP, Python"
R000561,"Java, REST APIs, Docker"
R000562,"Agile, Git, Java, System Design, Docker"
R000563,Product Roadmap
R000564,"Git, Agile, REST APIs, Java, Spring Boot"
R000565,"Cloud, TensorFlow, MLOps, Computer Vision, Keras, Python"
R000566,"Spring Boot, REST APIs"
R000567,"Tableau, Power BI, Reporting"
R000568,"Power BI, Data Cleaning, Tableau, Reporting"
R000569,SQL
R000570,"MLOps, Cloud, PyTorch, TensorFlow, Computer Vision, Keras"
R000571,"Reporting, Power BI, Excel, Data Cleaning, Tableau, SQL"
R000572,"Docker, REST APIs, System Design, Spring Boot"
R000573,"Product Roadmap, Stakeholder Management, Agile"
R000574,"Docker, Spring Boot, Agile, Git, System Design, REST APIs"
R000575,"Stakeholder Management, Scrum, User Stories"
R000576,"Power BI, Tableau, Data Cleaning"
R000577,"User Stories, Stakeholder Management"
R000578,"Stakeholder Management, User Stories"
R000579,"Deep Learning, NLP, Machine Learning, Statistics, Python"
R000580,"Agile, Git, Docker, Spring Boot, System Design"
R000581,"Pandas, Deep Learning, SQL, Machine Learning"
R000582,Reporting
R000583,"Stakeholder Management, User Stories, Agile, Product Roadmap, Scrum"
R000584,"Python, Cloud"
R000585,"Data Cleaning, Excel, Tableau"
R000586,"Python, NLP, Statistics"
R000587,"Scrum, User Stories, Product Roadmap"
R000588,"Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
R000589,"TensorFlow, Computer Vision, Keras, Cloud, PyTorch"
R000590,"Keras, MLOps, Computer Vision, PyTorch, Cloud"
R000591,"System Design, Docker, Java"
R000592,"Keras, TensorFlow, PyTorch, Python"
R000593,Stakeholder Management
R000594,SQL
R000595,"Agile, Java, Git, REST APIs, Docker"
R000596,"Reporting, SQL, Excel, Data Cleaning"
R000597,"SQL, Statistics"
R000598,"Power BI, Data Cleaning, Reporting, Tableau, SQL"
R000599,"Cloud, PyTorch, MLOps, TensorFlow"
R000600,Cloud
R000601,"Git, Agile, Spring Boot"
R000602,"Java, Spring Boot, Agile, Docker, Git"
R000603,"NLP, SQL, Pandas, Statistics"
R000604,"Agile, User Stories, Scrum"
R000605,"SQL, Python, Pandas, Statistics, NLP"
R000606,"Tableau, Data Cleaning, Excel"
R000607,"Excel, Tableau, Data Cleaning"
R000608,"Keras, TensorFlow, Cloud"
R000609,"Data Cleaning, Excel, Power BI, Reporting, Tableau, SQL"
R000610,Pandas
R000611,"Java, Docker"
R000612,"Product Roadmap, Agile, Scrum"
R000613,"User Stories, Stakeholder Management, Product Roadmap"
R000614,"Java, Agile, Spring Boot"
R000615,"Python, SQL, Pandas"
R000616,"Docker, System Design, Agile, Spring Boot"
R000617,"Agile, Java, Docker, Git"
R000618,"Python, MLOps, Keras"
R000619,"Docker, System Design, Agile, Spring Boot"
R000620,"Python, SQL, Statistics, Pandas, Machine Learning"
R000621,"PyTorch, TensorFlow, Keras, Python"
R000622,"Python, TensorFlow, PyTorch, Keras, MLOps, Cloud"
R000623,"TensorFlow, PyTorch, Keras, Computer Vision"
R000624,Python
R000625,"System Design, Docker, Git"
R000626,"Computer Vision, PyTorch"
R000627,"SQL, Power BI, Reporting"
R000628,"SQL, Statistics, NLP, Machine Learning"
R000629,"NLP, Pandas, SQL, Python, Deep Learning"
R000630,"REST APIs, Java"
R000631,"SQL, Data Cleaning, Reporting, Tableau"
R000632,"Scrum, Product Roadmap, Agile, User Stories"
R000633,"Product Roadmap, User Stories, Stakeholder Management, Scrum, Agile"
R000634,"Power BI, Data Cleaning, Tableau, Excel"
R000635,"TensorFlow, Cloud, Python, Computer Vision, PyTorch, MLOps"
R000636,"Reporting, Excel, Power BI"
R000637,"Power BI, Excel, SQL"
R000638,"TV, Java, Spring Boot, System Design, Git, Agile"
R000639,"Statistics, SQL"
R000640,"PyTorch, Cloud, Computer Vision, MLOps"
R000641,"NLP, Pandas, Machine Learning, SQL"
R000642,"Deep Learning, NLP, Python, Pandas"
R000643,"Scrum, Agile, Stakeholder Management, Product Roadmap"
R000644,"Power BI, Excel, SQL, Tableau, Data Cleaning, Reporting"
R000645,"Pandas, Machine Learning, SQL, Python"
R000646,"Stakeholder Management, User Stories, Product Roadmap, Agile"
R000647,"Python, TensorFlow, Computer Vision, Cloud"
R000648,"Excel, Data Cleaning, SQL, Power BI, Reporting"
R000649,"Keras, Cloud, Python, MLOps, Computer Vision"
R000650,"SQL, Machine Learning, Statistics, NLP, Pandas, Deep Learning, Python"
R000651,"Reporting, Excel, Power BI"
R000652,"Agile, Git, Java, Docker, Spring Boot, System Design"
R000653,"Python, SQL, Pandas, Deep Learning"
R000654,"Machine Learning, Python"
R000655,"SQL, Reporting, Tableau, Power BI, Data Cleaning"
R000656,"Java, System Design, Docker, Git"
R000657,Tableau
R000658,"Statistics, SQL, Machine Learning, NLP, Pandas"
R000659,"Agile, Stakeholder Management"
R000660,"Scrum, User Stories, Product Roadmap"
R000661,"Machine Learning, Statistics, SQL, Deep Learning, Pandas, NLP"
R000662,"NLP, Pandas, SQL, Statistics, Machine Learning, Deep Learning"
R000663,"SQL, Pandas, Deep Learning, Statistics"
R000664,"Cloud, PyTorch, Computer Vision"
R000665,"Stakeholder Management, Product Roadmap, Scrum"
R000666,"Keras, MLOps, Cloud, TensorFlow, PyTorch, Python"
R000667,"Git, Agile"
R000668,"TensorFlow, PyTorch"
R000669,Excel
R000670,"Computer Vision, PyTorch"
R000671,"Cloud, Keras, MLOps, PyTorch, Python"
R000672,"MLOps, TensorFlow, PyTorch"
R000673,"Docker, REST APIs, Agile"
R000674,"PyTorch, Python, MLOps, Cloud, TensorFlow, Keras"
R000675,"User Stories, Product Roadmap, Scrum, Stakeholder Management"
R000676,"Reporting, Excel"
R000677,"MLOps, Python, Keras, Cloud"
R000678,"Excel, Data Cleaning, Reporting, Power BI, SQL"
R000679,"SQL, Power BI"
R000680,"Agile, Stakeholder Management, Product Roadmap"
R000681,User Stories
R000682,"TensorFlow, Python, PyTorch"
R000683,"Python, MLOps, Cloud"
R000684,"Machine Learning, Deep Learning, Pandas, Python"
R000685,"Python, Deep Learning"
R000686,"Agile, System Design, Docker"
R000687,"Stakeholder Management, Scrum, Agile, User Stories"
R000688,"Git, Spring Boot, REST APIs"
R000689,"Deep Learning, Python, Pandas, Machine Learning, Statistics"
R000690,"Agile, Spring Boot, Java, Docker"
R000691,"User Stories, Stakeholder Management, Scrum"
R000692,"Scrum, User Stories"
R000693,"Git, REST APIs, Docker, Agile"
R000694,"Power BI, Data Cleaning, Tableau, Excel, SQL"
R000695,"TensorFlow, Python, MLOps"
R000696,Product Roadmap
R000697,"TensorFlow, PyTorch, Computer Vision, Keras, Python"
R000698,"Reporting, Tableau, Excel, Power BI, SQL"
R000699,"Python, NLP, Machine Learning, SQL, Deep Learning"
R000700,"Data Cleaning, SQL, Reporting"
R000701,"Cloud, Python, TensorFlow"
R000702,"Machine Learning, Pandas, Python, Statistics, Deep Learning"
R000703,"Excel, Data Cleaning, Power BI, Tableau, Reporting"
R000704,"Excel, Tableau, SQL"
R000705,"Product Roadmap, Agile, User Stories, Scrum"
R000706,"Cloud, PyTorch, TensorFlow, Python, Keras, Computer Vision"
R000707,"MLOps, Python, PyTorch"
R000708,"Spring Boot, Agile, REST APIs"
R000709,"Data Cleaning, Tableau, Power BI"
R000710,"Git, Java, Spring Boot"
R000711,"Product Roadmap, Agile"
R000712,"Cloud, MLOps"
R000713,"Git, Agile, System Design, Spring Boot, Docker"
R000714,"PyTorch, TensorFlow, Keras"
R000715,"Excel, Power BI, Data Cleaning"
R000716,"Machine Learning, Pandas, NLP, SQL, Deep Learning"
R000717,"Data Cleaning, Reporting, Power BI"
R000718,"Docker, System Design, Agile, Git, Spring Boot, Java"
R000719,"Scrum, Agile, Stakeholder Management"
R000720,"Spring Boot, REST APIs, System Design"
R000721,"Agile, System Design, Git, Docker"
R000722,"Java, Docker"
R000723,"Spring Boot, Git, REST APIs, Docker"
R000724,"Git, Agile, REST APIs, Spring Boot"
R000725,"Agile, Scrum, Product Roadmap, Stakeholder Management, User Stories"
R000726,"Python, Machine Learning"
R000727,"NLP, Deep Learning, SQL, Pandas, Statistics"
R000728,"Java, Docker, System Design, REST APIs"
R000729,"System Design, Docker, Git, Spring Boot, Agile"
R000730,"Docker, Git, Spring Boot, System Design, Java"
R000731,"Product Roadmap, Agile, User Stories, Stakeholder Management"
R000732,"Agile, Scrum"
R000733,"Stakeholder Management, User Stories"
R000734,"SQL, Excel"
R000735,"Spring Boot, REST APIs, Git"
R000736,"Reporting, Tableau, Excel"
R000737,"Excel, Data Cleaning"
R000738,"PyTorch, MLOps"
R000739,"Agile, Stakeholder Management, Product Roadmap, User Stories"
R000740,"SQL, Statistics, Pandas, Deep Learning, NLP, Python"
R000741,"Agile, Docker, Spring Boot, Git, System Design, REST APIs, Java"
R000742,"Cloud, Computer Vision"
R000743,"Tableau, Power BI, Data Cleaning"
R000744,"Computer Vision, Cloud, MLOps, TensorFlow"
R000745,"Tableau, Data Cleaning, SQL, Excel"
R000746,"Computer Vision, Keras"
R000747,"Tableau, SQL, Data Cleaning, Excel, Reporting"
R000748,"Scrum, Agile, Stakeholder Management, User Stories, Product Roadmap"
R000749,"MLOps, TensorFlow, Python, Computer Vision, PyTorch, American"
R000750,"Scrum, Stakeholder Management, User Stories, Agile, Product Roadmap"
R000751,"Reporting, Tableau, SQL, Data Cleaning"
R000752,"Statistics, SQL"
R000753,"Agile, Docker, REST APIs, System Design, Spring Boot"
R000754,"NLP, Machine Learning, Pandas, SQL, Python, Deep Learning"
R000755,"User Stories, Agile"
R000756,"Product Roadmap, Scrum, Agile, User Stories, Stakeholder Management"
R000757,"Python, Statistics"
R000758,"System Design, REST APIs"
R000759,"MLOps, Python, TensorFlow, PyTorch"
R000760,"Cloud, Python, TensorFlow, PyTorch"
R000761,"Deep Learning, Pandas, Statistics, Python"
R000762,"Agile, User Stories"
R000763,"MLOps, Cloud, Computer Vision, Keras, TensorFlow, Python"
R000764,"Statistics, Machine Learning, SQL, Deep Learning, Pandas"
R000765,"Excel, Reporting, Power BI, Data Cleaning, SQL"
R000766,"Machine Learning, Python, Pandas"
R000767,"Statistics, SQL, NLP"
R000768,"Power BI, Reporting, Tableau, Excel, Data Cleaning"
R000769,"Computer Vision, Python, PyTorch, Cloud"
R000770,"Computer Vision, PyTorch, Keras, MLOps"
R000771,"Python, Keras, TensorFlow, PyTorch, Computer Vision"
R000772,"Computer Vision, TensorFlow, MLOps, Keras, Cloud"
R000773,"Tableau, SQL, Reporting"
R000774,"Git, Java, Spring Boot, Agile, REST APIs"
R000775,"REST APIs, System Design, Git, Agile"
R000776,"Tableau, SQL, Data Cleaning, Reporting"
R000777,"Scrum, Stakeholder Management"
R000778,"User Stories, Stakeholder Management, Scrum, Product Roadmap"
R000779,"Cloud, PyTorch"
R000780,"MLOps, TensorFlow, Computer Vision"
R000781,Agile
R000782,"SQL, NLP, Statistics, Python"
R000783,"SQL, Deep Learning, NLP"
R000784,"Git, Java, REST APIs, Agile, Docker, Spring Boot"
R000785,"Excel, Power BI"
R000786,"Java, System Design, REST APIs, Agile, Spring Boot"
R000787,"REST APIs, Java, Agile, Spring Boot, System Design"
R000788,"Git, Docker, System Design, REST APIs"
R000789,"Tableau, Data Cleaning, Power BI, SQL, Excel"
R000790,"SQL, Power BI"
R000791,"Tableau, Reporting, SQL"
R000792,"REST APIs, System Design, Git, Docker"
R000793,"Stakeholder Management, Scrum"
R000794,"PyTorch, Cloud"
R000795,"SQL, Machine Learning, Pandas, NLP"
R000796,"Tableau, Data Cleaning, SQL, Power BI"
R000797,"Agile, Scrum, Stakeholder Management, Product Roadmap"
R000798,"Computer Vision, Python, Keras, PyTorch, Cloud, TensorFlow"
R000799,"Statistics, Python, NLP, SQL"
R000800,"System Design, Spring Boot, Git, REST APIs, Java, Docker"
R000801,"REST APIs, Docker, Agile, System Design"
R000802,"Machine Learning, Statistics"
R000803,"Agile, Docker, Spring Boot"
R000804,"Data Cleaning, SQL, Reporting, Power BI, Tableau, Excel"
R000805,"Pandas, NLP, Statistics, Machine Learning, Python"
R000806,"Tableau, Reporting"
R000807,"TensorFlow, Keras, PyTorch, Python, Computer Vision"
R000808,"Agile, Stakeholder Management, Product Roadmap, Scrum"
R000809,"User Stories, Scrum, Agile"
R000810,"Computer Vision, MLOps, TensorFlow, Cloud, PyTorch"
R000811,"PyTorch, Python, Computer Vision, Keras, Cloud, MLOps"
R000812,"Product Roadmap, Stakeholder Management, Agile, User Stories"
R000813,"MLOps, TensorFlow, PyTorch"
R000814,"Agile, Stakeholder Management, Scrum, User Stories, Product Roadmap"
R000815,"MLOps, Cloud, Keras"
R000816,"SQL, Reporting, Excel, Tableau"
R000817,"REST APIs, Git, Spring Boot, Docker, Agile"
R000818,"Java, REST APIs, Git, System Design"
R000819,"Data Cleaning, Reporting, Power BI, SQL"
R000820,"Product Roadmap, Stakeholder Management"
R000821,"Scrum, Product Roadmap, User Stories, Agile"
R000822,"PyTorch, TensorFlow, Computer Vision, MLOps, Python, Keras, Cloud"
R000823,"Data Cleaning, Reporting, Excel, SQL, Power BI"
R000824,Reporting
R000825,"Stakeholder Management, Scrum, Agile, User Stories, Product Roadmap"
R000826,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
R000827,"Product Roadmap, Agile, Stakeholder Management"
R000828,"Git, Agile, Spring Boot, Docker, REST APIs"
R000829,"Docker, REST APIs, System Design, Git"
R000830,"Machine Learning, NLP, Statistics, SQL, Python"
R000831,"Docker, System Design, Agile, REST APIs, Spring Boot"
R000832,"SQL, Reporting, Power BI, Excel, Data Cleaning"
R000833,"Deep Learning, Python"
R000834,"Pandas, NLP, SQL, Deep Learning, Machine Learning, Statistics"
R000835,"Computer Vision, MLOps, Cloud, Keras, TensorFlow"
R000836,"Scrum, Stakeholder Management, User Stories, Product Roadmap"
R000837,"Python, SQL, Pandas"
R000838,"REST APIs, Java, Git, Spring Boot, Docker"
R000839,"Computer Vision, Python, PyTorch, MLOps"
R000840,"Reporting, Data Cleaning, Excel"
R000841,"NLP, Statistics, Pandas"
R000842,"NLP, Statistics, Deep Learning, Pandas, SQL, Machine Learning"
R000843,"Machine Learning, NLP, Pandas"
R000844,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
R000845,"Agile, Product Roadmap, User Stories, Scrum"
R000846,"Pandas, Statistics, PM"
R000847,"PyTorch, TensorFlow, Cloud, Python, Keras, MLOps"
R000848,Excel
R000849,"Python, Statistics, NLP, Pandas, Machine Learning"
R000850,"System Design, Git"
R000851,"Agile, Product Roadmap, Scrum, User Stories"
R000852,"User Stories, Agile, Stakeholder Management, Product Roadmap"
R000853,"System Design, Git, Agile, REST APIs"
R000854,"System Design, Java, Spring Boot, REST APIs"
R000855,"Scrum, Stakeholder Management, Product Roadmap, User Stories, Agile"
R000856,"Scrum, Stakeholder Management, Product Roadmap"
R000857,"User Stories, Stakeholder Management, Product Roadmap, Agile, Scrum"
R000858,"Cloud, Keras, Python, PyTorch, Computer Vision, MLOps"
R000859,"Git, REST APIs, Agile, Java"
R000860,"Python, Deep Learning, NLP, SQL"
R000861,"Excel, Power BI, Tableau, SQL"
R000862,"Reporting, SQL, Excel, Data Cleaning"
R000863,"SQL, Python, NLP, Machine Learning"
R000864,"System Design, Spring Boot, REST APIs"
R000865,"Scrum, User Stories, Stakeholder Management"
R000866,"Data Cleaning, Power BI, Excel, Tableau, Reporting"
R000867,"Computer Vision, TensorFlow, MLOps, Python"
R000868,"NLP, Python, Machine Learning, SQL, Deep Learning, Pandas"
R000869,"Excel, Data Cleaning, SQL, Power BI"
R000870,"Deep Learning, SQL, Machine Learning"
R000871,"Deep Learning, NLP, Pandas, Machine Learning, Statistics"
R000872,"Reporting, Data Cleaning, Excel, SQL, Power BI"
R000873,"Machine Learning, Pandas, NLP"
R000874,"Agile, Stakeholder Management, Scrum, Product Roadmap"
R000875,REST APIs
R000876,"Python, Keras, MLOps, Cloud, PyTorch, TensorFlow"
R000877,"Data Cleaning, Power BI, Excel, SQL"
R000878,"System Design, Agile"
R000879,"Agile, Stakeholder Management"
R000880,"Deep Learning, NLP"
R000881,"TensorFlow, Keras, MLOps, Python, Cloud"
R000882,"Scrum, Product Roadmap"
R000883,"NLP, Pandas, Machine Learning"
R000884,"Cloud, Python, Computer Vision, PyTorch, MLOps"
R000885,"Excel, Reporting"
R000886,"System Design, Java"
R000887,"Python, TensorFlow, Computer Vision, PyTorch"
R000888,"Scrum, User Stories, Stakeholder Management"
R000889,"Statistics, Deep Learning, Python, NLP, Machine Learning, SQL"
R000890,"Stakeholder Management, Scrum, Product Roadmap, User Stories, Agile"
R000891,"SQL, Power BI, Reporting"
R000892,"Git, Java, Agile, Spring Boot, Docker"
R000893,"Tableau, Power BI, Reporting, Excel, Data Cleaning"
R000894,"Machine Learning, Deep Learning, NLP, Python"
R000895,"PyTorch, Keras, TensorFlow, Cloud"
R000896,"Scrum, Agile, Stakeholder Management"
R000897,"Pandas, Statistics, SQL, Machine Learning, NLP"
R000898,"Tableau, Power BI, SQL, Data Cleaning"
R000899,"Java, System Design, Git, Spring Boot, REST APIs"
R000900,"SQL, Deep Learning, Statistics, Pandas, NLP, Python"
R000901,"SQL, NLP, Python"
R000902,"Agile, Product Roadmap, Stakeholder Management, User Stories"
R000903,"Python, SQL, Machine Learning, Statistics, Pandas"
R000904,"Python, Cloud"
R000905,"Docker, System Design, Spring Boot, Agile, Git, Java"
R000906,Excel
R000907,"REST APIs, Agile, TV"
R000908,"Machine Learning, Python, Statistics"
R000909,"NLP, Pandas, Python, Deep Learning, Statistics, Machine Learning"
R000910,"Computer Vision, TensorFlow, Cloud, MLOps"
R000911,"Agile, REST APIs, Docker, Spring Boot"
R000912,"NLP, Statistics"
R000913,"SQL, Excel, Reporting"
R000914,"Excel, Power BI, Tableau"
R000915,"Keras, Cloud, TensorFlow, PyTorch"
R000916,"Excel, Power BI, Tableau"
R000917,"Stakeholder Management, Scrum"
R000918,"Pandas, SQL"
R000919,TensorFlow
R000920,MLOps
R000921,"Machine Learning, Python, Pandas, Statistics"
R000922,"Power BI, Data Cleaning, Excel, SQL"
R000923,"Agile, REST APIs"
R000924,"Product Roadmap, Agile, Scrum, Stakeholder Management, User Stories"
R000925,"Java, REST APIs"
R000926,"PyTorch, Python, TensorFlow, MLOps"
R000927,"Python, SQL, Machine Learning"
R000928,"MLOps, Python, Computer Vision, Keras, Cloud, TensorFlow"
R000929,"Python, Pandas, Deep Learning, NLP, Machine Learning, SQL"
R000930,"Cloud, Computer Vision, PyTorch, Python, Keras"
R000931,"NLP, Deep Learning, Pandas"
R000932,"Tableau, Data Cleaning, SQL"
R000933,"Stakeholder Management, Agile, User Stories, Scrum"
R000934,"User Stories, Agile, Scrum"
R000935,"PM, Tableau, Reporting"
