JobID,Role,Cleaned_Skills
J000378,Software Engineer,"Docker, System Design, Git, REST APIs, Java, Spring Boot"
J000379,Data Scientist,"Statistics, Deep Learning, SQL, Machine Learning, Pandas, Python"
J000380,ML Engineer,"Computer Vision, TensorFlow, MLOps, Keras, PyTorch, Python, Cloud"
J000381,Software Engineer,"Java, Spring Boot, System Design"
J000382,Data Analyst,"Reporting, Excel, Data Cleaning, Tableau"
J000383,Data Scientist,"NLP, Deep Learning, Pandas, Python"
J000384,ML Engineer,"Python, Keras, MLOps"
J000385,ML Engineer,"MLOps, Keras, Cloud"
J000386,Product Manager,"Stakeholder Management, User Stories, Scrum, Agile"
J000387,Data Scientist,"SQL, Machine Learning, Deep Learning, Python, Statistics"
J000388,Data Scientist,"Pandas, Python, Statistics, NLP, SQL"
J000389,Data Scientist,"Statistics, Deep Learning, Machine Learning, Pandas, NLP, Python"
J000390,Product Manager,"User Stories, Scrum, Product Roadmap"
J000391,Data Scientist,"SQL, Pandas, Deep Learning, NLP, Python, Machine Learning, Statistics"
J000392,Data Scientist,"NLP, Statistics, Pandas"
J000393,Data Analyst,"Tableau, Power BI, Data Cleaning, SQL, Excel"
J000394,ML Engineer,"MLOps, TensorFlow, PyTorch, Cloud, Python, Computer Vision"
J000395,Software Engineer,"Docker, Git, Agile, System Design"
J000396,Product Manager,"User Stories, Scrum, Product Roadmap"
J000397,Data Analyst,"Reporting, SQL, Power BI, Excel, Data Cleaning, Tableau"
J000398,Data Scientist,"Python, Pandas, NLP, Deep Learning, SQL"
J000399,Data Scientist,"SQL, Python, Statistics, NLP, Deep Learning, Machine Learning"
J000400,Software Engineer,"Git, REST APIs, Java, Agile, Spring Boot, Docker, System Design"
J000401,Data Analyst,"Power BI, Excel, SQL, Data Cleaning, Tableau"
J000402,Data Analyst,"Power BI, Tableau, Data Cleaning"
J000403,ML Engineer,"PyTorch, Computer Vision, Python, Keras, Cloud, MLOps"
J000404,ML Engineer,"MLOps, PyTorch, Python"
J000405,Software Engineer,"REST APIs, Spring Boot, Git, Docker, Java, System Design"
J000406,ML Engineer,"Computer Vision, Cloud, Python, Keras, PyTorch, MLOps, TensorFlow"
J000407,ML Engineer,"MLOps, Cloud, PyTorch, TensorFlow, Keras"
J000408,Product Manager,"Scrum, Stakeholder Management, Product Roadmap, User Stories"
J000409,Data Analyst,"Power BI, SQL, Reporting"
J000410,ML Engineer,"Python, MLOps, PyTorch, Keras, Computer Vision"
J000411,Data Scientist,"Python, Pandas, NLP, SQL, Machine Learning, Statistics"
J000412,Data Scientist,"SQL, Python, NLP, Deep Learning, Statistics, Machine Learning, Pandas"
J000413,Data Scientist,"Statistics, Machine Learning, SQL"
J000414,Data Analyst,"Power BI, Reporting, SQL, Tableau, Excel, Data Cleaning"
J000415,Product Manager,"Stakeholder Management, Agile, User Stories, Scrum, Product Roadmap"
J000416,Data Scientist,"Deep Learning, Statistics, Machine Learning"
J000417,Software Engineer,"Git, REST APIs, System Design, Agile, Java"
J000418,Data Analyst,"Power BI, Tableau, Data Cleaning, Reporting, Excel"
J000419,ML Engineer,"Computer Vision, Keras, PyTorch, Cloud"
J000420,Data Scientist,"NLP, Deep Learning, Python, SQL"
J000421,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories, Scrum"
J000422,Data Scientist,"SQL, Python, NLP, Pandas, Deep Learning"
J000423,Software Engineer,"Git, System Design, REST APIs, Java, Docker, Spring Boot"
J000424,Data Scientist,"Machine Learning, Python, Deep Learning, Statistics, NLP, SQL"
J000425,Data Analyst,"SQL, Excel, Tableau"
J000426,Data Scientist,"Deep Learning, Machine Learning, SQL, Statistics, Pandas"
J000427,Data Scientist,"Pandas, NLP, Deep Learning, SQL, Python, Statistics, Machine Learning"
J000428,Data Analyst,"Tableau, Data Cleaning, SQL, Reporting"
J000429,Software Engineer,"Docker, Agile, System Design, Git"
J000430,Product Manager,"Agile, User Stories, Scrum, Product Roadmap"
J000431,ML Engineer,"PyTorch, Cloud, Python, MLOps, TensorFlow"
J000432,Data Analyst,"Data Cleaning, Tableau, Reporting, SQL, Excel"
J000433,Product Manager,"Product Roadmap, Stakeholder Management, Scrum, Agile, User Stories"
J000434,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
J000435,Data Analyst,"Data Cleaning, Power BI, Tableau, Reporting, Excel, SQL"
J000436,Data Analyst,"Power BI, Excel, Data Cleaning, Tableau, SQL, Reporting"
J000437,Data Analyst,"Tableau, Excel, Data Cleaning, Power BI, SQL"
J000438,Data Scientist,"Pandas, Statistics, Python, Machine Learning, Deep Learning"
J000439,Software Engineer,"System Design, Spring Boot, Docker"
J000440,Software Engineer,"Docker, Spring Boot, Git"
J000441,Product Manager,"Scrum, Stakeholder Management, Product Roadmap"
J000442,Data Scientist,"SQL, Deep Learning, Statistics"
J000443,Product Manager,"Scrum, User Stories, Product Roadmap, Stakeholder Management, Agile"
J000444,Data Scientist,"Machine Learning, SQL, Statistics, Deep Learning, Python, NLP"
J000445,Software Engineer,"System Design, Git, Java, REST APIs, Spring Boot"
J000446,ML Engineer,"Python, Keras, TensorFlow, Cloud, Computer Vision, PyTorch, MLOps"
J000447,Data Analyst,"Power BI, Reporting, Excel, SQL, Tableau"
J000448,Data Scientist,"Python, Deep Learning, Pandas, SQL, Machine Learning, Statistics"
J000449,Software Engineer,"Spring Boot, Agile, REST APIs, System Design, Git"
J000450,Data Analyst,"Tableau, Reporting, Data Cleaning"
J000451,Data Analyst,"Data Cleaning, Power BI, SQL, Excel, Tableau"
J000452,Product Manager,"Product Roadmap, Stakeholder Management, Agile, Scrum, User Stories"
J000453,Data Scientist,"Deep Learning, SQL, NLP"
J000454,Data Scientist,"SQL, Machine Learning, Pandas, NLP, Statistics, Python"
J000455,Data Scientist,"NLP, Pandas, Statistics, Machine Learning, Deep Learning"
J000456,ML Engineer,"Cloud, Python, MLOps, PyTorch"
J000457,Software Engineer,"System Design, Spring Boot, REST APIs, Git"
J000458,Product Manager,"User Stories, Stakeholder Management, Scrum, Product Roadmap, Agile"
J000459,Data Analyst,"Tableau, Data Cleaning, Excel, SQL, Power BI"
J000460,Data Analyst,"Excel, Reporting, Tableau, SQL, Power BI"
J000461,Product Manager,"User Stories, Product Roadmap, Agile"
J000462,ML Engineer,"Keras, TensorFlow, Cloud, PyTorch, Python, MLOps"
J000463,Data Analyst,"Power BI, SQL, Data Cleaning, Reporting"
J000464,Product Manager,"Scrum, User Stories, Agile, Product Roadmap"
J000465,Data Analyst,"Tableau, Excel, SQL, Reporting, Data Cleaning, Power BI"
J000466,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
J000467,Data Scientist,"Pandas, Machine Learning, Statistics, Python, NLP, SQL, Deep Learning"
J000468,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
J000469,Software Engineer,"System Design, Java, Docker"
J000470,Product Manager,"Product Roadmap, Stakeholder Management, User Stories, Agile, Scrum"
J000471,ML Engineer,"Python, TensorFlow, Computer Vision, MLOps, Cloud"
J000472,Data Analyst,"Tableau, Data Cleaning, Power BI"
J000473,ML Engineer,"PyTorch, Keras, Python"
J000474,Software Engineer,"System Design, Java, Git, Spring Boot, Agile, Docker"
J000475,ML Engineer,"PyTorch, Keras, Python, Computer Vision"
J000476,Product Manager,"User Stories, Scrum, Stakeholder Management, Agile"
J000477,ML Engineer,"Computer Vision, Cloud, PyTorch, Keras, TensorFlow"
J000478,Data Analyst,"Data Cleaning, Power BI, SQL, Tableau, Reporting, Excel"
J000479,Product Manager,"Stakeholder Management, Product Roadmap, Scrum"
J000480,Product Manager,"Stakeholder Management, Scrum, Agile, User Stories, Product Roadmap"
J000481,Data Scientist,"Machine Learning, Pandas, Deep Learning, SQL"
J000482,ML Engineer,"Keras, PyTorch, Cloud, MLOps, TensorFlow, Python"
J000483,Software Engineer,"REST APIs, Agile, System Design, Git, Spring Boot, Java, Docker"
J000484,ML Engineer,"TensorFlow, Keras, PyTorch, Computer Vision, MLOps"
J000485,Data Analyst,"Excel, Tableau, SQL, Reporting, Power BI, Data Cleaning"
J000486,Product Manager,"Agile, User Stories, Stakeholder Management"
J000487,Data Analyst,"Tableau, Reporting, Data Cleaning, Power BI, Excel"
J000488,ML Engineer,"Python, MLOps, PyTorch, TensorFlow, Keras, Cloud"
J000489,ML Engineer,"Python, MLOps, Computer Vision"
J000490,ML Engineer,"MLOps, Python, Keras, Computer Vision, TensorFlow, Cloud"
J000491,Data Scientist,"Machine Learning, Python, SQL, Statistics, Deep Learning"
J000492,Data Scientist,"Statistics, SQL, Deep Learning"
J000493,Data Analyst,"Reporting, SQL, Power BI"
J000494,Product Manager,"Stakeholder Management, Scrum, User Stories, Agile, Product Roadmap"
J000495,ML Engineer,"Cloud, Python, Computer Vision, MLOps, Keras, TensorFlow"
J000496,Software Engineer,"Git, Spring Boot, Docker, REST APIs, Agile"
J000497,Data Analyst,"Power BI, Excel, Data Cleaning, Reporting, Tableau"
J000498,Software Engineer,"Java, Git, REST APIs, System Design, Spring Boot, Agile"
J000499,Product Manager,"Product Roadmap, Agile, Stakeholder Management"
J000500,Software Engineer,"Spring Boot, System Design, Docker"
J000501,Software Engineer,"System Design, Java, Spring Boot, REST APIs, Git, Agile"
J000502,ML Engineer,"Keras, TensorFlow, Cloud, Python, MLOps, PyTorch, Computer Vision"
J000503,Data Analyst,"SQL, Excel, Tableau"
J000504,Product Manager,"Agile, Stakeholder Management, Product Roadmap, User Stories, Scrum"
J000505,Data Scientist,"Pandas, SQL, Machine Learning, Statistics"
J000506,Data Analyst,"SQL, Excel, Reporting, Data Cleaning, Power BI, Tableau"
J000507,Data Scientist,"Python, Machine Learning, NLP, Deep Learning, Statistics, SQL"
J000508,ML Engineer,"Cloud, TensorFlow, MLOps, Computer Vision"
J000509,Data Scientist,"Deep Learning, Python, Machine Learning"
J000510,Software Engineer,"Agile, Git, System Design, Spring Boot"
J000511,ML Engineer,"TensorFlow, Python, MLOps"
J000512,ML Engineer,"PyTorch, Computer Vision, Python, MLOps, Cloud, Keras, TensorFlow"
J000513,Data Scientist,"Python, Statistics, Deep Learning, Pandas, SQL, Machine Learning"
J000514,Data Analyst,"Power BI, Reporting, Tableau, Excel, SQL, Data Cleaning"
J000515,Data Scientist,"Machine Learning, SQL, Python, Deep Learning, Statistics, Pandas"
J000516,Product Manager,"Scrum, Agile, Product Roadmap, Stakeholder Management"
J000517,Data Scientist,"Pandas, SQL, Deep Learning, Statistics, Python"
J000518,ML Engineer,"Cloud, Computer Vision, Python, Keras, MLOps"
J000519,ML Engineer,"TensorFlow, Computer Vision, Python, MLOps, Keras"
J000520,Data Scientist,"SQL, NLP, Pandas, Python, Statistics, Deep Learning, Machine Learning"
J000521,Data Scientist,"SQL, Deep Learning, Statistics, Python, NLP, Pandas, Machine Learning"
J000522,ML Engineer,"TensorFlow, Python, Computer Vision, Cloud, PyTorch, MLOps, Keras"
J000523,Software Engineer,"System Design, REST APIs, Java, Git, Docker, Spring Boot"
J000524,Software Engineer,"REST APIs, Java, Agile"
J000525,ML Engineer,"TensorFlow, PyTorch, Cloud, Keras, Python"
J000526,Data Scientist,"Pandas, NLP, Deep Learning, Statistics"
J000527,ML Engineer,"Cloud, Keras, TensorFlow, Computer Vision, Python, MLOps, PyTorch"
J000528,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories"
J000529,Data Scientist,"Deep Learning, NLP, Python, Statistics"
J000530,Data Scientist,"Deep Learning, SQL, Python, Pandas, NLP, Machine Learning, Statistics"
J000531,Data Scientist,"Statistics, SQL, Pandas, Deep Learning, Python"
J000532,Software Engineer,"Git, Agile, Docker, REST APIs, System Design, Spring Boot"
J000533,Data Analyst,"Tableau, SQL, Data Cleaning, Reporting, Excel, Power BI"
J000534,ML Engineer,"TensorFlow, Keras, PyTorch, Python"
J000535,Software Engineer,"Java, Git, System Design, Docker, Agile, Spring Boot, REST APIs"
J000536,Data Analyst,"Tableau, Data Cleaning, SQL, Excel, Power BI"
J000537,Data Analyst,"Excel, Power BI, Tableau, Data Cleaning, SQL, Reporting"
J000538,ML Engineer,"MLOps, Cloud, Keras"
J000539,Data Analyst,"Tableau, Power BI, Reporting, Data Cleaning, Excel, SQL"
J000540,Data Scientist,"Python, Deep Learning, NLP, SQL, Pandas, Machine Learning, Statistics"
J000541,ML Engineer,"PyTorch, TensorFlow, Keras, Python, MLOps"
J000542,ML Engineer,"Python, MLOps, PyTorch, TensorFlow"
J000543,Product Manager,"Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
J000544,Product Manager,"User Stories, Agile, Product Roadmap"
J000545,Software Engineer,"Git, System Design, Agile"
J000546,ML Engineer,"Python, PyTorch, Keras, Cloud"
J000547,Data Analyst,"Reporting, SQL, Excel"
J000548,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories"
J000549,Software Engineer,"REST APIs, Git, System Design, Agile"
J000550,Data Scientist,"NLP, Pandas, Python, Deep Learning, Statistics, Machine Learning"
J000551,Data Scientist,"Machine Learning, Python, Deep Learning, NLP, SQL, Pandas"
J000552,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
J000553,Software Engineer,"Docker, Spring Boot, REST APIs"
J000554,Data Scientist,"Python, Statistics, NLP, SQL, Machine Learning"
J000555,ML Engineer,"Computer Vision, PyTorch, Keras, Python"
J000556,ML Engineer,"Python, Keras, PyTorch, MLOps"
J000557,Data Analyst,"Tableau, Data Cleaning, Reporting, Power BI, Excel, SQL"
J000558,Data Analyst,"Excel, Reporting, Tableau, Data Cleaning"
J000559,Data Analyst,"Excel, SQL, Power BI, Tableau, Reporting"
J000560,Data Scientist,"SQL, Python, Machine Learning, Deep Learning"
J000561,Software Engineer,"Spring Boot, Agile, Docker, Git, REST APIs"
J000562,Software Engineer,"REST APIs, Agile, Java"
J000563,Product Manager,"Agile, Product Roadmap, User Stories"
J000564,Software Engineer,"Agile, Docker, Git, System Design, Spring Boot"
J000565,ML Engineer,"Computer Vision, Python, PyTorch, TensorFlow, MLOps, Cloud"
J000566,Software Engineer,"Spring Boot, System Design, Agile"
J000567,Data Analyst,"Tableau, Data Cleaning, Power BI, SQL"
J000568,Data Analyst,"Power BI, SQL, Excel"
J000569,Data Analyst,"SQL, Tableau, Data Cleaning"
J000570,ML Engineer,"Computer Vision, Python, TensorFlow, Keras, PyTorch"
J000571,Data Analyst,"Excel, Power BI, Tableau, SQL, Reporting"
J000572,Software Engineer,"System Design, REST APIs, Git, Spring Boot"
J000573,Product Manager,"User Stories, Stakeholder Management, Scrum, Product Roadmap"
J000574,Software Engineer,"Docker, REST APIs, Spring Boot, Agile, Git, System Design, Java"
J000575,Product Manager,"Scrum, User Stories, Product Roadmap, Agile, Stakeholder Management"
J000576,Data Analyst,"Power BI, Reporting, Excel, Data Cleaning"
J000577,Product Manager,"Scrum, Product Roadmap, Agile"
J000578,Product Manager,"Product Roadmap, Stakeholder Management, Agile, User Stories, Scrum"
J000579,Data Scientist,"Pandas, Deep Learning, NLP, Python, Machine Learning"
J000580,Software Engineer,"REST APIs, Spring Boot, System Design, Agile, Java, Docker, Git"
J000581,Data Scientist,"Python, Pandas, NLP, Deep Learning, Statistics, SQL, Machine Learning"
J000582,Data Analyst,"Reporting, SQL, Power BI, Data Cleaning, Tableau"
J000583,Product Manager,"Agile, Scrum, Stakeholder Management, User Stories"
J000584,ML Engineer,"Python, Keras, TensorFlow, PyTorch, Computer Vision, Cloud, MLOps"
J000585,Data Analyst,"Reporting, Data Cleaning, Power BI"
J000586,Data Scientist,"Statistics, Deep Learning, Machine Learning, Pandas"
J000587,Product Manager,"Scrum, Stakeholder Management, Agile"
J000588,Product Manager,"User Stories, Agile, Scrum, Stakeholder Management, Product Roadmap"
J000589,ML Engineer,"PyTorch, Python, Keras, Cloud, TensorFlow, MLOps, Computer Vision"
J000590,ML Engineer,"MLOps, TensorFlow, Cloud, Keras, Computer Vision"
J000591,Software Engineer,"REST APIs, Docker, Java, Agile, Spring Boot, System Design"
J000592,ML Engineer,"PyTorch, TensorFlow, Python, MLOps"
J000593,Product Manager,"Stakeholder Management, Agile, Scrum, Product Roadmap"
J000594,Data Analyst,"SQL, Tableau, Data Cleaning"
J000595,Software Engineer,"REST APIs, Docker, Spring Boot, System Design, Java, Agile, Git"
J000596,Data Analyst,"Power BI, Tableau, Reporting, Excel, Data Cleaning, SQL"
J000597,Data Scientist,"Statistics, Pandas, SQL, NLP"
J000598,Data Analyst,"Power BI, SQL, Data Cleaning"
J000599,ML Engineer,"Computer Vision, Keras, Python, TensorFlow, Cloud"
J000600,ML Engineer,"Keras, PyTorch, MLOps, Cloud"
J000601,Software Engineer,"Java, Git, Docker, Spring Boot"
J000602,Software Engineer,"System Design, REST APIs, Docker, Agile, Java, Spring Boot, Git"
J000603,Data Scientist,"Statistics, Machine Learning, Python, NLP, Deep Learning"
J000604,Product Manager,"Agile, User Stories, Product Roadmap, Scrum, Stakeholder Management"
J000605,Data Scientist,"Pandas, NLP, Statistics, Machine Learning, SQL, Python, Deep Learning"
J000606,Data Analyst,"Data Cleaning, SQL, Excel, Power BI"
J000607,Data Analyst,"Excel, Tableau, Power BI, SQL"
J000608,ML Engineer,"Computer Vision, Keras, TensorFlow, MLOps, Cloud, PyTorch, Python"
J000609,Data Analyst,"Power BI, Excel, Data Cleaning"
J000610,Data Scientist,"Deep Learning, Pandas, Python, Machine Learning, SQL, NLP, Statistics"
J000611,Software Engineer,"Spring Boot, Java, Agile, Git, REST APIs, Docker, System Design"
J000612,Product Manager,"Product Roadmap, User Stories, Stakeholder Management"
J000613,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum"
J000614,Software Engineer,"Spring Boot, Java, REST APIs"
J000615,Data Scientist,"Python, Deep Learning, Machine Learning, Statistics"
J000616,Software Engineer,"Docker, REST APIs, Git, Agile, System Design"
J000617,Software Engineer,"REST APIs, Git, Spring Boot, System Design, Docker, Java, Agile"
J000618,ML Engineer,"MLOps, Cloud, Python, TensorFlow, Keras"
J000619,Software Engineer,"Java, Spring Boot, System Design, Git"
J000620,Data Scientist,"SQL, Statistics, NLP"
J000621,ML Engineer,"MLOps, Keras, TensorFlow"
J000622,ML Engineer,"MLOps, TensorFlow, Computer Vision, Keras, PyTorch, Python, Cloud"
J000623,ML Engineer,"Python, TensorFlow, Keras, MLOps"
J000624,Data Scientist,"Deep Learning, Python, Machine Learning, Pandas, NLP, Statistics, SQL"
